Image Index,Read Time (ms),File Size (KB),Image Path
4457,3.2362937927246094,16,/mnt/beegfs/imagenet2012/image/n02091635_2586.JPEG
4458,2.8269290924072266,9,/mnt/beegfs/imagenet2012/image/n02091635_2594.JPEG
4459,3.8671493530273438,24,/mnt/beegfs/imagenet2012/image/n02091635_2603.JPEG
4460,2.959012985229492,11,/mnt/beegfs/imagenet2012/image/n02091635_2725.JPEG
4461,2.794981002807617,9,/mnt/beegfs/imagenet2012/image/n02091635_2761.JPEG
4462,3.703594207763672,17,/mnt/beegfs/imagenet2012/image/n02091635_2766.JPEG
4463,5.455255508422852,36,/mnt/beegfs/imagenet2012/image/n02091635_2867.JPEG
4464,4.082679748535156,22,/mnt/beegfs/imagenet2012/image/n02091635_2887.JPEG
4465,3.281831741333008,18,/mnt/beegfs/imagenet2012/image/n02091635_2948.JPEG
4466,2.550840377807617,8,/mnt/beegfs/imagenet2012/image/n02091635_2958.JPEG
4467,6.677150726318359,35,/mnt/beegfs/imagenet2012/image/n02091635_2.JPEG
4468,2.7642250061035156,8,/mnt/beegfs/imagenet2012/image/n02091635_3048.JPEG
4469,2.594470977783203,8,/mnt/beegfs/imagenet2012/image/n02091635_3072.JPEG
4470,5.099058151245117,40,/mnt/beegfs/imagenet2012/image/n02091635_3118.JPEG
4471,2.7091503143310547,9,/mnt/beegfs/imagenet2012/image/n02091635_3199.JPEG
4472,2.806425094604492,10,/mnt/beegfs/imagenet2012/image/n02091635_335.JPEG
4473,2.9821395874023438,14,/mnt/beegfs/imagenet2012/image/n02091635_3379.JPEG
4474,4.265785217285156,21,/mnt/beegfs/imagenet2012/image/n02091635_3393.JPEG
4475,4.123210906982422,24,/mnt/beegfs/imagenet2012/image/n02091635_3409.JPEG
4476,4.432201385498047,26,/mnt/beegfs/imagenet2012/image/n02091635_3435.JPEG
4477,2.557039260864258,7,/mnt/beegfs/imagenet2012/image/n02091635_3466.JPEG
4478,2.6361942291259766,8,/mnt/beegfs/imagenet2012/image/n02091635_3475.JPEG
4479,5.008935928344727,35,/mnt/beegfs/imagenet2012/image/n02091635_3479.JPEG
4480,5.064964294433594,28,/mnt/beegfs/imagenet2012/image/n02091635_3503.JPEG
4481,4.297494888305664,46,/mnt/beegfs/imagenet2012/image/n02091635_3521.JPEG
4482,3.254413604736328,10,/mnt/beegfs/imagenet2012/image/n02091635_3548.JPEG
4483,3.3245086669921875,18,/mnt/beegfs/imagenet2012/image/n02091635_3552.JPEG
4484,2.9685497283935547,7,/mnt/beegfs/imagenet2012/image/n02091635_3586.JPEG
4485,3.490924835205078,13,/mnt/beegfs/imagenet2012/image/n02091635_3615.JPEG
4486,2.816915512084961,6,/mnt/beegfs/imagenet2012/image/n02091635_3661.JPEG
4487,3.6554336547851562,20,/mnt/beegfs/imagenet2012/image/n02091635_3703.JPEG
4488,5.112886428833008,24,/mnt/beegfs/imagenet2012/image/n02091635_3822.JPEG
4489,4.9037933349609375,25,/mnt/beegfs/imagenet2012/image/n02091635_3845.JPEG
4490,4.52423095703125,24,/mnt/beegfs/imagenet2012/image/n02091635_386.JPEG
4491,2.8734207153320312,8,/mnt/beegfs/imagenet2012/image/n02091635_3900.JPEG
4492,4.2724609375,38,/mnt/beegfs/imagenet2012/image/n02091635_390.JPEG
4493,3.164529800415039,16,/mnt/beegfs/imagenet2012/image/n02091635_3916.JPEG
4494,4.906654357910156,47,/mnt/beegfs/imagenet2012/image/n02091635_3941.JPEG
4495,4.171609878540039,21,/mnt/beegfs/imagenet2012/image/n02091635_3990.JPEG
4496,3.574848175048828,23,/mnt/beegfs/imagenet2012/image/n02091635_4003.JPEG
4497,3.0357837677001953,14,/mnt/beegfs/imagenet2012/image/n02091635_4045.JPEG
4498,2.455472946166992,5,/mnt/beegfs/imagenet2012/image/n02091635_4068.JPEG
4499,5.515098571777344,49,/mnt/beegfs/imagenet2012/image/n02091635_4174.JPEG
4500,6.9065093994140625,86,/mnt/beegfs/imagenet2012/image/n02091635_4175.JPEG
4501,3.050088882446289,13,/mnt/beegfs/imagenet2012/image/n02091635_426.JPEG
4502,5.479574203491211,47,/mnt/beegfs/imagenet2012/image/n02091635_4325.JPEG
4503,2.9473304748535156,12,/mnt/beegfs/imagenet2012/image/n02091635_4330.JPEG
4504,2.9697418212890625,10,/mnt/beegfs/imagenet2012/image/n02091635_4368.JPEG
4505,3.9322376251220703,28,/mnt/beegfs/imagenet2012/image/n02091635_436.JPEG
4506,2.706289291381836,8,/mnt/beegfs/imagenet2012/image/n02091635_4377.JPEG
4507,3.566741943359375,17,/mnt/beegfs/imagenet2012/image/n02091635_4422.JPEG
4508,3.0455589294433594,14,/mnt/beegfs/imagenet2012/image/n02091635_4446.JPEG
4509,4.265785217285156,23,/mnt/beegfs/imagenet2012/image/n02091635_452.JPEG
4510,2.916574478149414,9,/mnt/beegfs/imagenet2012/image/n02091635_4626.JPEG
4511,6.277799606323242,47,/mnt/beegfs/imagenet2012/image/n02091635_4628.JPEG
4512,3.384113311767578,15,/mnt/beegfs/imagenet2012/image/n02091635_4632.JPEG
4513,4.46009635925293,28,/mnt/beegfs/imagenet2012/image/n02091635_4697.JPEG
4514,3.0853748321533203,14,/mnt/beegfs/imagenet2012/image/n02091635_4698.JPEG
4515,3.8177967071533203,24,/mnt/beegfs/imagenet2012/image/n02091635_4705.JPEG
4516,4.591464996337891,16,/mnt/beegfs/imagenet2012/image/n02091635_470.JPEG
4517,3.05938720703125,11,/mnt/beegfs/imagenet2012/image/n02091635_4718.JPEG
4518,3.5691261291503906,27,/mnt/beegfs/imagenet2012/image/n02091635_523.JPEG
4519,2.7713775634765625,10,/mnt/beegfs/imagenet2012/image/n02091635_542.JPEG
4520,4.022121429443359,26,/mnt/beegfs/imagenet2012/image/n02091635_554.JPEG
4521,4.062414169311523,20,/mnt/beegfs/imagenet2012/image/n02091635_658.JPEG
4522,3.6058425903320312,18,/mnt/beegfs/imagenet2012/image/n02091635_663.JPEG
4523,2.862215042114258,10,/mnt/beegfs/imagenet2012/image/n02091635_699.JPEG
4524,3.0760765075683594,9,/mnt/beegfs/imagenet2012/image/n02091635_6.JPEG
4525,4.225730895996094,25,/mnt/beegfs/imagenet2012/image/n02091635_721.JPEG
4526,4.008054733276367,22,/mnt/beegfs/imagenet2012/image/n02091635_758.JPEG
4527,3.8900375366210938,25,/mnt/beegfs/imagenet2012/image/n02091635_782.JPEG
4528,2.618074417114258,6,/mnt/beegfs/imagenet2012/image/n02091635_831.JPEG
4529,2.641439437866211,6,/mnt/beegfs/imagenet2012/image/n02091635_863.JPEG
4530,4.24647331237793,27,/mnt/beegfs/imagenet2012/image/n02091635_873.JPEG
4531,3.7331581115722656,18,/mnt/beegfs/imagenet2012/image/n02091635_920.JPEG
4532,2.9845237731933594,11,/mnt/beegfs/imagenet2012/image/n02091635_923.JPEG
4533,4.825115203857422,29,/mnt/beegfs/imagenet2012/image/n02091635_938.JPEG
4534,3.9854049682617188,18,/mnt/beegfs/imagenet2012/image/n02091635_963.JPEG
4535,3.2596588134765625,13,/mnt/beegfs/imagenet2012/image/n02091635_965.JPEG
4536,2.8433799743652344,9,/mnt/beegfs/imagenet2012/image/n02091635_971.JPEG
4537,2.953052520751953,8,/mnt/beegfs/imagenet2012/image/n02091635_979.JPEG
4538,4.608869552612305,25,/mnt/beegfs/imagenet2012/image/n02091831_10215.JPEG
4539,4.46009635925293,25,/mnt/beegfs/imagenet2012/image/n02091831_10290.JPEG
4540,3.3998489379882812,22,/mnt/beegfs/imagenet2012/image/n02091831_1036.JPEG
4541,4.897832870483398,51,/mnt/beegfs/imagenet2012/image/n02091831_10576.JPEG
4542,4.401683807373047,34,/mnt/beegfs/imagenet2012/image/n02091831_10593.JPEG
4543,4.380702972412109,24,/mnt/beegfs/imagenet2012/image/n02091831_10639.JPEG
4544,4.20069694519043,19,/mnt/beegfs/imagenet2012/image/n02091831_10722.JPEG
4545,4.172801971435547,25,/mnt/beegfs/imagenet2012/image/n02091831_10733.JPEG
4546,4.446506500244141,32,/mnt/beegfs/imagenet2012/image/n02091831_10803.JPEG
4547,5.593061447143555,80,/mnt/beegfs/imagenet2012/image/n02091831_10822.JPEG
4548,4.717111587524414,50,/mnt/beegfs/imagenet2012/image/n02091831_10823.JPEG
4549,4.00090217590332,19,/mnt/beegfs/imagenet2012/image/n02091831_10978.JPEG
4550,4.450559616088867,33,/mnt/beegfs/imagenet2012/image/n02091831_11021.JPEG
4551,3.9336681365966797,20,/mnt/beegfs/imagenet2012/image/n02091831_1110.JPEG
4552,5.363941192626953,76,/mnt/beegfs/imagenet2012/image/n02091831_11177.JPEG
4553,4.485368728637695,46,/mnt/beegfs/imagenet2012/image/n02091831_1118.JPEG
4554,4.643678665161133,45,/mnt/beegfs/imagenet2012/image/n02091831_11224.JPEG
4555,4.122734069824219,20,/mnt/beegfs/imagenet2012/image/n02091831_11421.JPEG
4556,4.471540451049805,34,/mnt/beegfs/imagenet2012/image/n02091831_11498.JPEG
4557,3.904104232788086,20,/mnt/beegfs/imagenet2012/image/n02091831_11553.JPEG
4558,3.6382675170898438,21,/mnt/beegfs/imagenet2012/image/n02091831_1182.JPEG
4559,4.754543304443359,53,/mnt/beegfs/imagenet2012/image/n02091831_12653.JPEG
4560,4.4612884521484375,34,/mnt/beegfs/imagenet2012/image/n02091831_12881.JPEG
4561,4.957914352416992,39,/mnt/beegfs/imagenet2012/image/n02091831_12945.JPEG
4562,4.132509231567383,31,/mnt/beegfs/imagenet2012/image/n02091831_13354.JPEG
4563,4.449605941772461,33,/mnt/beegfs/imagenet2012/image/n02091831_13361.JPEG
4564,4.34112548828125,36,/mnt/beegfs/imagenet2012/image/n02091831_13486.JPEG
4565,4.23121452331543,32,/mnt/beegfs/imagenet2012/image/n02091831_13507.JPEG
4566,4.287004470825195,36,/mnt/beegfs/imagenet2012/image/n02091831_13536.JPEG
4567,4.089593887329102,28,/mnt/beegfs/imagenet2012/image/n02091831_13566.JPEG
4568,4.548311233520508,46,/mnt/beegfs/imagenet2012/image/n02091831_13640.JPEG
4569,3.9861202239990234,19,/mnt/beegfs/imagenet2012/image/n02091831_13767.JPEG
4570,4.303932189941406,36,/mnt/beegfs/imagenet2012/image/n02091831_13774.JPEG
4571,4.184246063232422,18,/mnt/beegfs/imagenet2012/image/n02091831_1387.JPEG
4572,4.226207733154297,31,/mnt/beegfs/imagenet2012/image/n02091831_13935.JPEG
4573,4.349470138549805,40,/mnt/beegfs/imagenet2012/image/n02091831_1400.JPEG
4574,4.314422607421875,37,/mnt/beegfs/imagenet2012/image/n02091831_1439.JPEG
4575,4.226446151733398,24,/mnt/beegfs/imagenet2012/image/n02091831_1495.JPEG
4576,4.646062850952148,35,/mnt/beegfs/imagenet2012/image/n02091831_1507.JPEG
4577,4.489660263061523,43,/mnt/beegfs/imagenet2012/image/n02091831_1512.JPEG
4578,4.7397613525390625,43,/mnt/beegfs/imagenet2012/image/n02091831_151.JPEG
4579,4.536867141723633,35,/mnt/beegfs/imagenet2012/image/n02091831_1563.JPEG
4580,5.316734313964844,66,/mnt/beegfs/imagenet2012/image/n02091831_1565.JPEG
4581,4.696846008300781,38,/mnt/beegfs/imagenet2012/image/n02091831_1594.JPEG
4582,4.159688949584961,24,/mnt/beegfs/imagenet2012/image/n02091831_1623.JPEG
4583,4.743099212646484,41,/mnt/beegfs/imagenet2012/image/n02091831_1696.JPEG
4584,4.56547737121582,42,/mnt/beegfs/imagenet2012/image/n02091831_1730.JPEG
4585,3.890514373779297,19,/mnt/beegfs/imagenet2012/image/n02091831_1801.JPEG
4586,4.382848739624023,36,/mnt/beegfs/imagenet2012/image/n02091831_1852.JPEG
4587,3.847837448120117,18,/mnt/beegfs/imagenet2012/image/n02091831_2076.JPEG
4588,4.853487014770508,46,/mnt/beegfs/imagenet2012/image/n02091831_2094.JPEG
4589,4.4841766357421875,42,/mnt/beegfs/imagenet2012/image/n02091831_2108.JPEG
4590,4.81104850769043,53,/mnt/beegfs/imagenet2012/image/n02091831_213.JPEG
4591,5.089044570922852,62,/mnt/beegfs/imagenet2012/image/n02091831_2232.JPEG
4592,4.123687744140625,33,/mnt/beegfs/imagenet2012/image/n02091831_2245.JPEG
4593,3.9801597595214844,23,/mnt/beegfs/imagenet2012/image/n02091831_2288.JPEG
4594,4.9285888671875,47,/mnt/beegfs/imagenet2012/image/n02091831_2290.JPEG
4595,4.453182220458984,46,/mnt/beegfs/imagenet2012/image/n02091831_2315.JPEG
4596,5.123615264892578,41,/mnt/beegfs/imagenet2012/image/n02091831_2338.JPEG
4597,4.782915115356445,48,/mnt/beegfs/imagenet2012/image/n02091831_2344.JPEG
4598,3.540515899658203,12,/mnt/beegfs/imagenet2012/image/n02091831_2362.JPEG
4599,4.711389541625977,44,/mnt/beegfs/imagenet2012/image/n02091831_2391.JPEG
4600,4.3201446533203125,33,/mnt/beegfs/imagenet2012/image/n02091831_256.JPEG
4601,4.074335098266602,21,/mnt/beegfs/imagenet2012/image/n02091831_2586.JPEG
4602,6.047487258911133,64,/mnt/beegfs/imagenet2012/image/n02091831_2592.JPEG
4603,4.511356353759766,56,/mnt/beegfs/imagenet2012/image/n02091831_2606.JPEG
4604,3.629922866821289,20,/mnt/beegfs/imagenet2012/image/n02091831_2638.JPEG
4605,3.926515579223633,25,/mnt/beegfs/imagenet2012/image/n02091831_2779.JPEG
4606,3.4317970275878906,22,/mnt/beegfs/imagenet2012/image/n02091831_2838.JPEG
4607,4.345417022705078,31,/mnt/beegfs/imagenet2012/image/n02091831_2858.JPEG
4608,4.802703857421875,54,/mnt/beegfs/imagenet2012/image/n02091831_2880.JPEG
4609,4.031181335449219,24,/mnt/beegfs/imagenet2012/image/n02091831_2911.JPEG
4610,4.369258880615234,40,/mnt/beegfs/imagenet2012/image/n02091831_2962.JPEG
4611,4.789590835571289,35,/mnt/beegfs/imagenet2012/image/n02091831_2995.JPEG
4612,4.341363906860352,31,/mnt/beegfs/imagenet2012/image/n02091831_3038.JPEG
4613,4.689693450927734,44,/mnt/beegfs/imagenet2012/image/n02091831_3042.JPEG
4614,3.724813461303711,15,/mnt/beegfs/imagenet2012/image/n02091831_304.JPEG
4615,5.028009414672852,40,/mnt/beegfs/imagenet2012/image/n02091831_3052.JPEG
4616,4.705190658569336,36,/mnt/beegfs/imagenet2012/image/n02091831_3054.JPEG
4617,3.508329391479492,16,/mnt/beegfs/imagenet2012/image/n02091831_3061.JPEG
4618,4.419803619384766,30,/mnt/beegfs/imagenet2012/image/n02091831_3064.JPEG
4619,4.728555679321289,47,/mnt/beegfs/imagenet2012/image/n02091831_3067.JPEG
4620,3.4325122833251953,21,/mnt/beegfs/imagenet2012/image/n02091831_3108.JPEG
4621,4.8198699951171875,44,/mnt/beegfs/imagenet2012/image/n02091831_3152.JPEG
4622,4.266977310180664,28,/mnt/beegfs/imagenet2012/image/n02091831_3180.JPEG
4623,4.174470901489258,33,/mnt/beegfs/imagenet2012/image/n02091831_3222.JPEG
4624,4.4841766357421875,41,/mnt/beegfs/imagenet2012/image/n02091831_3238.JPEG
4625,4.284381866455078,28,/mnt/beegfs/imagenet2012/image/n02091831_3242.JPEG
4626,4.3487548828125,30,/mnt/beegfs/imagenet2012/image/n02091831_3254.JPEG
4627,4.362821578979492,35,/mnt/beegfs/imagenet2012/image/n02091831_3300.JPEG
4628,7.656574249267578,75,/mnt/beegfs/imagenet2012/image/n02091831_3310.JPEG
4629,4.317283630371094,29,/mnt/beegfs/imagenet2012/image/n02091831_3334.JPEG
4630,4.569053649902344,37,/mnt/beegfs/imagenet2012/image/n02091831_3339.JPEG
4631,5.417585372924805,57,/mnt/beegfs/imagenet2012/image/n02091831_3400.JPEG
4632,4.302978515625,28,/mnt/beegfs/imagenet2012/image/n02091831_3430.JPEG
4633,4.461765289306641,36,/mnt/beegfs/imagenet2012/image/n02091831_3433.JPEG
4634,4.988431930541992,50,/mnt/beegfs/imagenet2012/image/n02091831_346.JPEG
4635,4.639387130737305,36,/mnt/beegfs/imagenet2012/image/n02091831_351.JPEG
4636,4.438161849975586,32,/mnt/beegfs/imagenet2012/image/n02091831_355.JPEG
4637,3.8759708404541016,22,/mnt/beegfs/imagenet2012/image/n02091831_3594.JPEG
4638,5.127191543579102,58,/mnt/beegfs/imagenet2012/image/n02091831_3616.JPEG
4639,4.341363906860352,30,/mnt/beegfs/imagenet2012/image/n02091831_3643.JPEG
4640,4.180431365966797,32,/mnt/beegfs/imagenet2012/image/n02091831_3675.JPEG
4641,4.271984100341797,33,/mnt/beegfs/imagenet2012/image/n02091831_3760.JPEG
4642,3.6611557006835938,25,/mnt/beegfs/imagenet2012/image/n02091831_3797.JPEG
4643,4.103183746337891,28,/mnt/beegfs/imagenet2012/image/n02091831_3846.JPEG
4644,4.488229751586914,29,/mnt/beegfs/imagenet2012/image/n02091831_3847.JPEG
4645,4.939556121826172,53,/mnt/beegfs/imagenet2012/image/n02091831_3875.JPEG
4646,4.57310676574707,29,/mnt/beegfs/imagenet2012/image/n02091831_3899.JPEG
4647,4.389762878417969,29,/mnt/beegfs/imagenet2012/image/n02091831_38.JPEG
4648,4.643440246582031,48,/mnt/beegfs/imagenet2012/image/n02091831_3909.JPEG
4649,4.098653793334961,22,/mnt/beegfs/imagenet2012/image/n02091831_3962.JPEG
4650,4.276275634765625,28,/mnt/beegfs/imagenet2012/image/n02091831_4030.JPEG
4651,3.9513111114501953,19,/mnt/beegfs/imagenet2012/image/n02091831_4057.JPEG
4652,5.241870880126953,58,/mnt/beegfs/imagenet2012/image/n02091831_4087.JPEG
4653,4.720211029052734,35,/mnt/beegfs/imagenet2012/image/n02091831_410.JPEG
4654,4.423856735229492,50,/mnt/beegfs/imagenet2012/image/n02091831_4119.JPEG
4655,4.631757736206055,44,/mnt/beegfs/imagenet2012/image/n02091831_4142.JPEG
4656,4.26030158996582,36,/mnt/beegfs/imagenet2012/image/n02091831_4246.JPEG
4657,4.136323928833008,34,/mnt/beegfs/imagenet2012/image/n02091831_4259.JPEG
4658,3.810405731201172,20,/mnt/beegfs/imagenet2012/image/n02091831_4283.JPEG
4659,4.610776901245117,37,/mnt/beegfs/imagenet2012/image/n02091831_4463.JPEG
4660,3.924131393432617,24,/mnt/beegfs/imagenet2012/image/n02091831_4487.JPEG
4661,4.270792007446289,28,/mnt/beegfs/imagenet2012/image/n02091831_4626.JPEG
4662,4.659414291381836,54,/mnt/beegfs/imagenet2012/image/n02091831_4644.JPEG
4663,5.408525466918945,60,/mnt/beegfs/imagenet2012/image/n02091831_4667.JPEG
4664,4.028081893920898,30,/mnt/beegfs/imagenet2012/image/n02091831_4755.JPEG
4665,3.9031505584716797,23,/mnt/beegfs/imagenet2012/image/n02091831_4846.JPEG
4666,4.371881484985352,28,/mnt/beegfs/imagenet2012/image/n02091831_4966.JPEG
4667,4.149913787841797,18,/mnt/beegfs/imagenet2012/image/n02091831_4980.JPEG
4668,4.189491271972656,25,/mnt/beegfs/imagenet2012/image/n02091831_5020.JPEG
4669,4.71806526184082,43,/mnt/beegfs/imagenet2012/image/n02091831_509.JPEG
4670,3.899097442626953,16,/mnt/beegfs/imagenet2012/image/n02091831_5123.JPEG
4671,4.840612411499023,46,/mnt/beegfs/imagenet2012/image/n02091831_5216.JPEG
4672,3.959178924560547,28,/mnt/beegfs/imagenet2012/image/n02091831_5244.JPEG
4673,3.8137435913085938,16,/mnt/beegfs/imagenet2012/image/n02091831_5359.JPEG
4674,4.925251007080078,58,/mnt/beegfs/imagenet2012/image/n02091831_5369.JPEG
4675,4.324436187744141,39,/mnt/beegfs/imagenet2012/image/n02091831_5384.JPEG
4676,4.569053649902344,42,/mnt/beegfs/imagenet2012/image/n02091831_5436.JPEG
4677,4.866838455200195,49,/mnt/beegfs/imagenet2012/image/n02091831_5482.JPEG
4678,3.5486221313476562,22,/mnt/beegfs/imagenet2012/image/n02091831_5596.JPEG
4679,4.569292068481445,33,/mnt/beegfs/imagenet2012/image/n02091831_55.JPEG
4680,4.567623138427734,44,/mnt/beegfs/imagenet2012/image/n02091831_5654.JPEG
4681,4.272222518920898,32,/mnt/beegfs/imagenet2012/image/n02091831_566.JPEG
4682,3.602743148803711,22,/mnt/beegfs/imagenet2012/image/n02091831_5692.JPEG
4683,4.439353942871094,29,/mnt/beegfs/imagenet2012/image/n02091831_5712.JPEG
4684,4.609107971191406,41,/mnt/beegfs/imagenet2012/image/n02091831_573.JPEG
4685,4.719734191894531,32,/mnt/beegfs/imagenet2012/image/n02091831_5745.JPEG
4686,4.307270050048828,32,/mnt/beegfs/imagenet2012/image/n02091831_5879.JPEG
4687,4.0531158447265625,27,/mnt/beegfs/imagenet2012/image/n02091831_6114.JPEG
4688,4.3792724609375,38,/mnt/beegfs/imagenet2012/image/n02091831_6139.JPEG
4689,4.724979400634766,48,/mnt/beegfs/imagenet2012/image/n02091831_627.JPEG
4690,4.586696624755859,36,/mnt/beegfs/imagenet2012/image/n02091831_6308.JPEG
4691,3.9658546447753906,19,/mnt/beegfs/imagenet2012/image/n02091831_6323.JPEG
4692,4.406929016113281,37,/mnt/beegfs/imagenet2012/image/n02091831_6406.JPEG
4693,4.400730133056641,31,/mnt/beegfs/imagenet2012/image/n02091831_6427.JPEG
4694,4.291772842407227,27,/mnt/beegfs/imagenet2012/image/n02091831_6451.JPEG
4695,3.434896469116211,19,/mnt/beegfs/imagenet2012/image/n02091831_648.JPEG
4696,9.176254272460938,136,/mnt/beegfs/imagenet2012/image/n02091831_6582.JPEG
4697,4.08935546875,21,/mnt/beegfs/imagenet2012/image/n02091831_6757.JPEG
4698,4.84013557434082,46,/mnt/beegfs/imagenet2012/image/n02091831_699.JPEG
4699,3.446340560913086,20,/mnt/beegfs/imagenet2012/image/n02091831_7030.JPEG
4700,4.509687423706055,39,/mnt/beegfs/imagenet2012/image/n02091831_7051.JPEG
4701,4.362344741821289,23,/mnt/beegfs/imagenet2012/image/n02091831_7066.JPEG
4702,4.838228225708008,49,/mnt/beegfs/imagenet2012/image/n02091831_7169.JPEG
4703,4.319190979003906,30,/mnt/beegfs/imagenet2012/image/n02091831_7237.JPEG
4704,4.241228103637695,26,/mnt/beegfs/imagenet2012/image/n02091831_7244.JPEG
4705,3.896474838256836,18,/mnt/beegfs/imagenet2012/image/n02091831_725.JPEG
4706,3.5080909729003906,15,/mnt/beegfs/imagenet2012/image/n02091831_7287.JPEG
4707,5.428791046142578,58,/mnt/beegfs/imagenet2012/image/n02091831_735.JPEG
4708,4.7149658203125,39,/mnt/beegfs/imagenet2012/image/n02091831_736.JPEG
4709,4.187345504760742,30,/mnt/beegfs/imagenet2012/image/n02091831_7393.JPEG
4710,4.703760147094727,30,/mnt/beegfs/imagenet2012/image/n02091831_7497.JPEG
4711,4.61578369140625,31,/mnt/beegfs/imagenet2012/image/n02091831_749.JPEG
4712,4.311800003051758,25,/mnt/beegfs/imagenet2012/image/n02091831_764.JPEG
4713,4.357337951660156,39,/mnt/beegfs/imagenet2012/image/n02091831_7665.JPEG
4714,4.062414169311523,23,/mnt/beegfs/imagenet2012/image/n02091831_7769.JPEG
4715,4.94074821472168,52,/mnt/beegfs/imagenet2012/image/n02091831_7846.JPEG
4716,4.57000732421875,50,/mnt/beegfs/imagenet2012/image/n02091831_7895.JPEG
4717,4.5452117919921875,43,/mnt/beegfs/imagenet2012/image/n02091831_7957.JPEG
4718,4.005193710327148,25,/mnt/beegfs/imagenet2012/image/n02091831_7977.JPEG
4719,4.450082778930664,36,/mnt/beegfs/imagenet2012/image/n02091831_801.JPEG
4720,4.760980606079102,54,/mnt/beegfs/imagenet2012/image/n02091831_8028.JPEG
4721,4.207134246826172,26,/mnt/beegfs/imagenet2012/image/n02091831_8160.JPEG
4722,4.782438278198242,35,/mnt/beegfs/imagenet2012/image/n02091831_8223.JPEG
4723,3.767728805541992,20,/mnt/beegfs/imagenet2012/image/n02091831_8401.JPEG
4724,4.503488540649414,44,/mnt/beegfs/imagenet2012/image/n02091831_8404.JPEG
4725,4.527091979980469,36,/mnt/beegfs/imagenet2012/image/n02091831_843.JPEG
4726,4.210710525512695,28,/mnt/beegfs/imagenet2012/image/n02091831_848.JPEG
4727,5.053997039794922,42,/mnt/beegfs/imagenet2012/image/n02091831_8633.JPEG
4728,4.662036895751953,43,/mnt/beegfs/imagenet2012/image/n02091831_878.JPEG
4729,4.358530044555664,33,/mnt/beegfs/imagenet2012/image/n02091831_8843.JPEG
4730,4.03904914855957,23,/mnt/beegfs/imagenet2012/image/n02091831_8847.JPEG
4731,5.488157272338867,60,/mnt/beegfs/imagenet2012/image/n02091831_9190.JPEG
4732,4.219532012939453,32,/mnt/beegfs/imagenet2012/image/n02091831_9263.JPEG
4733,4.04667854309082,24,/mnt/beegfs/imagenet2012/image/n02091831_956.JPEG
4734,5.417585372924805,72,/mnt/beegfs/imagenet2012/image/n02091831_961.JPEG
4735,4.304409027099609,22,/mnt/beegfs/imagenet2012/image/n02091831_9731.JPEG
4736,4.492998123168945,32,/mnt/beegfs/imagenet2012/image/n02091831_97.JPEG
4737,5.005836486816406,57,/mnt/beegfs/imagenet2012/image/n02091831_9856.JPEG
4738,5.036830902099609,48,/mnt/beegfs/imagenet2012/image/n02092002_10060.JPEG
4739,4.226922988891602,30,/mnt/beegfs/imagenet2012/image/n02092002_1029.JPEG
4740,4.995584487915039,47,/mnt/beegfs/imagenet2012/image/n02092002_10693.JPEG
4741,4.967212677001953,44,/mnt/beegfs/imagenet2012/image/n02092002_10699.JPEG
4742,4.8007965087890625,31,/mnt/beegfs/imagenet2012/image/n02092002_1086.JPEG
4743,5.088090896606445,41,/mnt/beegfs/imagenet2012/image/n02092002_10911.JPEG
4744,3.8657188415527344,22,/mnt/beegfs/imagenet2012/image/n02092002_109.JPEG
4745,4.520177841186523,35,/mnt/beegfs/imagenet2012/image/n02092002_11087.JPEG
4746,4.174470901489258,23,/mnt/beegfs/imagenet2012/image/n02092002_11088.JPEG
4747,4.914522171020508,48,/mnt/beegfs/imagenet2012/image/n02092002_11105.JPEG
4748,4.724264144897461,46,/mnt/beegfs/imagenet2012/image/n02092002_11131.JPEG
4749,5.620002746582031,49,/mnt/beegfs/imagenet2012/image/n02092002_11245.JPEG
4750,3.2601356506347656,19,/mnt/beegfs/imagenet2012/image/n02092002_1130.JPEG
4751,4.78053092956543,35,/mnt/beegfs/imagenet2012/image/n02092002_11390.JPEG
4752,4.57310676574707,53,/mnt/beegfs/imagenet2012/image/n02092002_11428.JPEG
4753,5.072593688964844,59,/mnt/beegfs/imagenet2012/image/n02092002_11459.JPEG
4754,9.221076965332031,152,/mnt/beegfs/imagenet2012/image/n02092002_1147.JPEG
4755,3.407716751098633,20,/mnt/beegfs/imagenet2012/image/n02092002_1153.JPEG
4756,4.446983337402344,48,/mnt/beegfs/imagenet2012/image/n02092002_1170.JPEG
4757,4.596233367919922,35,/mnt/beegfs/imagenet2012/image/n02092002_1200.JPEG
4758,3.3063888549804688,15,/mnt/beegfs/imagenet2012/image/n02092002_120.JPEG
4759,5.067348480224609,50,/mnt/beegfs/imagenet2012/image/n02092002_12394.JPEG
4760,4.624843597412109,35,/mnt/beegfs/imagenet2012/image/n02092002_12414.JPEG
4761,4.423379898071289,46,/mnt/beegfs/imagenet2012/image/n02092002_1242.JPEG
4762,4.943132400512695,61,/mnt/beegfs/imagenet2012/image/n02092002_1253.JPEG
4763,4.662990570068359,42,/mnt/beegfs/imagenet2012/image/n02092002_12544.JPEG
4764,4.772663116455078,46,/mnt/beegfs/imagenet2012/image/n02092002_12595.JPEG
4765,4.3849945068359375,31,/mnt/beegfs/imagenet2012/image/n02092002_12828.JPEG
4766,5.285739898681641,46,/mnt/beegfs/imagenet2012/image/n02092002_12977.JPEG
